asset_id,timestamp,burr_microns,humidity_rh,winding_tension_n,vpd_moisture_rate,tank_bolt_torque_nm,oil_fill_rate_lpm,hydrogen_ppm,acetylene_ppm,ethylene_ppm,transit_impact_g,signature,actual_label
TR-2026-0389,2026-01-05T09:00:00,12.001,47.077,593.208,0.484,156.463,87.61,8.114,0.817,4.369,1.19,51db78ba8fc09ce7f497889e780f31220cdee02e781b99f45f9c1722aff4caf9,1
TR-2026-0390,2026-01-05T09:15:00,13.839,40.663,486.831,0.752,176.41,85.801,3.513,0.847,2.6,1.045,e84b0fdc61fd897abf18ebc79de932d2459a8cce0d3ca3e83362d7e056fd6c50,1
TR-2026-0391,2026-01-05T09:30:00,13.416,49.547,458.008,0.634,170.697,97.228,11.065,1.031,2.718,1.253,37f080629422e85f64f0b52cc3d9220354cd77543db97ab7f2ea91703ae819b0,1
TR-2026-0392,2026-01-05T09:45:00,12.087,43.001,448.649,0.562,184.027,81.122,6.319,0.943,2.659,0.411,070699a3df59063536b7acfd4774d4f82d480216d4396e95a9d9e5a0af6445fd,1
TR-2026-0393,2026-01-05T10:00:00,13.557,43.403,479.823,0.459,167.426,76.782,5.748,1.138,3.456,1.043,fdbf6f7d26cc7878564536a987c7215282035d46c298aaf1ad87d25750693234,1
TR-2026-0394,2026-01-05T10:15:00,13.057,47.712,507.06,0.39,158.763,92.75,9.345,0.728,3.794,1.458,47b0a5486e86eacc4dcbbd4f5307c94361077f9b043efc9ebb22c8f732bf9d95,1
TR-2026-0395,2026-01-05T10:30:00,10.23,35.91,582.003,0.538,158.568,72.89,7.603,0.611,2.013,1.881,6f1a4a27290f5f6526c44a037aab35cbc3cccfe75d4061da19b807c717cb338b,1
TR-2026-0396,2026-01-05T10:45:00,13.424,39.464,545.28,0.412,181.6,89.888,3.113,1.439,4.274,1.648,150d56b55d61649785245dc818767a9f1ce23a316839c100ffaf00bbff4875d0,1
TR-2026-0397,2026-01-05T11:00:00,9.231,35.705,528.76,0.457,179.427,76.887,4.2,0.781,3.302,0.96,e64716ce3ac1bcb9be8f8ed05ca215957649afc4b4a007cf6fb3d1687bb8f2cd,1
TR-2026-0398,2026-01-05T11:15:00,11.753,55.16,501.336,0.474,184.334,71.419,12.285,0.746,5.12,0.937,5eeed56f10903b4d3ee46e0c0dd9d32310c86f48dafd4d573ee5d106c49ab710,1
TR-2026-0399,2026-01-05T11:30:00,9.399,54.888,530.899,0.487,201.298,94.251,10.296,0.231,2.956,0.849,7ed3c44188f520142348d79736bcd27ef498240e52d334e0d80ec06fd4f5d178,1
TR-2026-0400,2026-01-05T11:45:00,12.512,33.876,513.394,0.301,184.362,71.757,9.586,0.951,6.862,1.497,377cf12b811c99d968490d455cfed5c4e03497d59ff09cd52b4d6cc824748cbe,1
TR-2026-0401,2026-01-05T12:00:00,14.454,81.803,455.202,0.483,159.101,84.703,4.939,0.841,2.383,1.348,a0ecd1a97a41e5e4f1f0df01089c0caf169fe9dca4008ef41e37ee3e327ef953,-1
TR-2026-0402,2026-01-05T12:15:00,11.259,34.246,534.215,0.509,214.63,80.025,7.197,0.57,4.318,1.334,89df423a70adc26101e783782d0ce63fdb9dd9f4f7da6f92d2b2c8127bdf94f6,1
TR-2026-0403,2026-01-05T12:30:00,15.259,40.064,554.516,0.504,184.856,82.481,15.28,0.473,4.447,0.937,4267ad584e56c305650665185128fef0179e1c1d84ab945297acb2b4c73996ff,1
TR-2026-0404,2026-01-05T12:45:00,14.66,39.573,537.941,0.476,178.801,91.065,9.168,0.886,3.937,1.351,f99fa9e9fd10b1353aae7e6fdb5eb08c963198f95ac96d1dd0b904be96ac2918,1
TR-2026-0405,2026-01-05T13:00:00,12.177,39.872,579.282,0.345,190.132,82.438,13.279,0.439,2.897,0.861,ad850e348cdbc04acfb11f14f7e7cc39bded38b263d0146aa9bb126be0accea0,1
TR-2026-0406,2026-01-05T13:15:00,7.881,41.172,444.667,0.474,178.997,73.096,11.257,0.277,5.195,0.955,756985ce6a4f95b7cf47b39c7becd4ff5a877328992ee34ba77c9a6abe240934,1
TR-2026-0407,2026-01-05T13:30:00,14.249,36.936,487.902,0.511,181.851,83.645,11.817,0.501,4.137,1.534,339730c0e4363517524b7ce75d50649b02bc123e142a6563b92d1cc636152899,1
TR-2026-0408,2026-01-05T13:45:00,11.521,42.689,459.141,0.344,188.82,83.897,8.225,1.216,2.219,1.117,e5fa45bee558bc0575b12b761dee1547a13b72c22bf8dfd78a512f38243282f2,1
TR-2026-0409,2026-01-05T14:00:00,9.888,56.452,551.801,0.479,206.531,73.009,7.977,0.947,2.628,1.305,65ce1c41137bb3ca8992859ccb6ce5134b461f7a4367e6e8052543d1a3174fee,1
TR-2026-0410,2026-01-05T14:15:00,14.072,53.463,529.532,0.265,173.398,89.518,8.064,-0.278,5.864,1.248,abf38c4f2d5ea2c532da25dc4447eaf7228c5ca9954b4fc1d25e1b970ec17aa7,1
TR-2026-0411,2026-01-05T14:30:00,14.985,39.58,495.904,0.486,206.372,97.989,9.079,0.985,5.187,0.76,5f44e667fbb5f0a0fe1aaa3ebb1acaa05b69c1709898722c8d296a8ad3134d14,1
TR-2026-0412,2026-01-05T14:45:00,11.08,50.153,494.307,0.482,182.27,89.01,8.354,-0.429,4.268,1.425,12af5481ccf4b0b7dbdebee35b92debbb554e5c7bfcab9ee08b801cf0c6352d7,1
TR-2026-0413,2026-01-05T15:00:00,9.305,48.567,516.409,0.614,188.736,88.501,11.133,0.945,2.653,0.347,bf506409264f3b6a0e183f75c609957e7d19a3f4227381e32eca3d3828b8d310,1
TR-2026-0414,2026-01-05T15:15:00,14.283,42.175,548.041,0.465,200.457,82.638,9.403,1.002,6.252,0.603,e2f3363a7e7439bcd05e016d348855f019ad2c99fd26a67ac50c064e3884cf0d,1
TR-2026-0415,2026-01-05T15:30:00,11.46,51.788,574.106,0.474,181.488,91.057,10.606,0.656,4.495,1.613,63f70920ccc16d2db7891e1be447de8e2d09fece8898cd07a0b2ef222817b7eb,1
TR-2026-0416,2026-01-05T15:45:00,14.228,45.353,518.107,0.506,183.612,86.517,4.826,1.319,2.29,1.049,95f3e124641be191c769b3066ad39572d3fb06611540754b012335dbe5608e32,1
TR-2026-0417,2026-01-05T16:00:00,17.973,41.619,496.689,0.395,204.907,62.501,4.992,1.893,4.886,0.813,5ea2dae2f6348695792b768acd27c6042fcfd0e196e881b9daa71ea5bbe34681,1
TR-2026-0418,2026-01-05T16:15:00,12.202,51.769,584.383,0.489,178.523,91.297,5.905,0.387,1.36,0.652,e1fdfa002e2df439557f13b4327cef859c99c41ca982baf1c6fc62513a1e3895,1
TR-2026-0419,2026-01-05T16:30:00,8.467,47.506,478.021,0.136,172.473,81.225,6.184,1.408,3.08,1.508,df45c260228fd228ad140089d1cb7d2b98e029b9b0a283cf9ce7697766b390b8,1
TR-2026-0420,2026-01-05T16:45:00,11.873,38.317,517.943,0.373,187.04,83.11,5.166,1.197,4.64,1.043,6d2099162b771530033ade05b277b19e08979b00d8c0625f4e06c158451bb4f9,1
TR-2026-0421,2026-01-05T17:00:00,11.749,38.059,522.467,0.388,173.661,72.018,6.924,1.027,2.958,2.082,de8947550dde68d7e924f08bc0ef5e189d135d8ab3606b2bea316657958d1d23,1
TR-2026-0422,2026-01-05T17:15:00,15.913,51.362,584.85,0.371,154.271,81.431,9.675,0.861,4.413,1.662,05cdf8cb61441cd10e23586be774b67cb4193e979bb1fbe8a2b75899c10690be,1
TR-2026-0423,2026-01-05T17:30:00,14.397,37.483,481.661,0.611,186.211,80.014,6.136,0.54,2.937,0.751,fbaacc0bef5ebaf1e412ab91ab80a5596fe03ecc71441ff7bdbfd5be6dbee522,1
TR-2026-0424,2026-01-05T17:45:00,11.415,40.257,558.751,0.479,188.184,79.055,7.637,0.944,5.074,1.167,a62a9d256a38ef546c0916aaa971937dcceb1f7a5f0c2dff134f291b470c551f,1
TR-2026-0425,2026-01-05T18:00:00,12.024,51.343,502.855,0.269,188.22,90.803,9.726,0.969,3.477,0.918,05d2c96b25ae1f9815d35dc661177b6eaea8a87c4df68c55ef8d8e02dd36b7fc,1
TR-2026-0426,2026-01-05T18:15:00,13.279,40.513,558.83,0.362,177.998,98.091,10.606,0.657,4.431,1.254,c207b767e495c3c846cd344486ba70d331cd090122c80508dd05a50c2e096dfa,1
TR-2026-0427,2026-01-05T18:30:00,9.281,44.593,507.519,0.475,198.554,82.428,4.827,0.93,3.51,1.145,f49e18bd3f9064e9a85df78b6638bb1510f578f04f368c73fc88ebc80297a9a5,1
TR-2026-0428,2026-01-05T18:45:00,18.726,27.074,506.408,0.45,175.626,92.199,10.44,0.781,3.594,1.161,6a6b9c1485b237c077717b4374cf8847784f5862edb91c853eb6ed38a2d2a2d3,1
TR-2026-0429,2026-01-05T19:00:00,11.765,43.496,528.836,0.525,170.237,76.595,2.754,1.147,4.375,1.377,f1a54b9a52b9defeebb45f7d7fc75d06f3a36ec2b4ae4e5646a1857488821336,1
TR-2026-0430,2026-01-05T19:15:00,17.355,40.129,525.887,0.535,173.156,80.629,8.538,1.943,4.452,1.762,16756ad0ba0a63306d54a04aa1b8973956aad078795df6c0ad83876d1b626491,1
TR-2026-0431,2026-01-05T19:30:00,13.104,37.086,557.091,0.3,204.211,86.6,0.049,0.664,4.981,1.117,264660dee2cb4d2e26638e3a06dd53a646fa2e9188772450f240aebd870e644d,1
TR-2026-0432,2026-01-05T19:45:00,9.45,34.552,517.499,0.453,180.819,94.818,5.449,0.925,4.102,0.655,1dceadfa509729813d274d601057fd1f6c9ba5349e2c972cacb5bcfdc8246298,1
TR-2026-0433,2026-01-05T20:00:00,12.036,60.85,540.274,0.277,147.674,90.864,7.711,1.257,2.679,1.323,5d8ea68f8fff67ed96a14c01f840a9805afb8d23090503d9d5057c912ba53595,1
TR-2026-0434,2026-01-05T20:15:00,13.354,41.42,505.087,0.453,191.512,84.885,10.922,0.615,2.007,1.892,cc8ec521d83033932c65db61c4c9a52d205432b5aa4facf63cbd5ef2bf75cc34,1
TR-2026-0435,2026-01-05T20:30:00,10.295,44.474,522.351,0.411,184.791,84.682,8.524,-0.143,6.821,1.148,53e157eeadc090633f03ec7af6d2bb5f46c072aa4457c224213822f776d0c1a7,1
TR-2026-0436,2026-01-05T20:45:00,7.866,41.232,496.469,0.597,177.97,91.065,6.049,0.619,3.632,1.649,806253f2ba06f7d44c8a2f3ed19052ad00bd6f847872049bca55f41b29097534,1
TR-2026-0437,2026-01-05T21:00:00,8.053,29.422,481.937,0.369,165.626,79.127,1.956,0.393,5.801,1.341,6c322c1d0cb64cdc6e9d6e11aac8a9f1fcca809daae6512e35e777b13e69ac2a,1
TR-2026-0438,2026-01-05T21:15:00,8.992,32.711,480.13,0.446,195.418,92.219,9.892,0.505,4.037,1.088,b5efc76524ad5a5e8371fa6b2c44dc22872a3ed889593ea7a616c6a96e4750af,1
TR-2026-0439,2026-01-05T21:30:00,18.111,30.904,511.786,0.571,167.409,79.85,6.413,0.711,1.606,1.408,cf6541e52705d8098297f6ff738e045ddf05a374e39e0fcdcd1f788c1b6315ff,1
TR-2026-0440,2026-01-05T21:45:00,13.525,38.037,523.028,0.36,181.009,102.228,8.287,0.325,4.271,0.727,0961b023fa46dfc9e3e4ffbc5437102e39b36442f97f77ba1eecea5978e80a53,1
TR-2026-0441,2026-01-05T22:00:00,8.877,41.446,552.794,0.508,191.276,76.209,6.376,0.909,3.058,1.103,bfa4d40482aefc37fb341f401e6888911df19710a6927a981ad3d181b60adeb4,1
TR-2026-0442,2026-01-05T22:15:00,10.954,46.808,575.745,0.433,199.152,89.475,3.598,0.359,2.75,0.901,3ef59a2b7eebf6b1722073985abb387ee606657c2ded3ecc62a8c999b1cd83cd,1
TR-2026-0443,2026-01-05T22:30:00,13.844,55.041,530.786,0.405,160.013,85.565,8.077,0.873,7.159,1.634,5f529f483178c75bbb40908631173027154f4da7dd17089ea827420bae96bf0b,1
TR-2026-0444,2026-01-05T22:45:00,9.114,40.896,516.68,0.372,191.006,87.855,4.735,1.279,4.153,0.595,6a2e4ff34af1d5c24d498ef8da5ab68291dffa0c4eaa905a2fb2d74e2103f06f,1
TR-2026-0445,2026-01-05T23:00:00,12.844,52.782,508.188,0.533,187.246,74.48,3.754,1.249,5.794,1.313,7e15a44e680f8c0e8c97db2335e16cefc4681a91f037361d0e0d1a3ad23620b4,1
TR-2026-0446,2026-01-05T23:15:00,15.17,50.469,488.104,0.623,191.436,81.913,5.995,0.903,1.493,1.445,fe8b2fbc237fbbdfd1abf35c836fa782b3bc1a6cb47483ee5b3839d59b642bb6,1
TR-2026-0447,2026-01-05T23:30:00,13.112,40.827,510.745,0.374,183.065,100.115,12.155,0.942,3.962,1.495,94803da007c3f3f240e221f8ba708f774495bc21d4c9bb43578d41f72dcbbb60,1
TR-2026-0448,2026-01-05T23:45:00,9.511,44.38,456.231,0.562,209.78,85.641,1.625,1.044,2.644,0.968,bfebcc28be9eb595222052fb5865a7dcdf85848abd27d8a85f79de4ba33c750d,1
TR-2026-0449,2026-01-06T00:00:00,12.764,41.095,497.264,0.463,180.086,76.126,7.002,0.936,3.733,0.705,7f5136fd6e98139fc16452c40499ab2d069df0d14fac83d66bef13c72028b118,1
TR-2026-0450,2026-01-06T00:15:00,3.784,41.429,498.293,0.465,191.74,94.014,5.863,1.035,4.294,0.601,33f904153e04c2b4a478947b2a5e54330512e617b16fc99f96d1f94702a43348,1
TR-2026-0451,2026-01-06T00:30:00,7.684,48.356,533.649,0.478,179.065,91.618,3.319,0.774,3.154,0.963,a913f5df83281c6c37af8217e999f2d628883ec8aa8424f17949dec49ecfe65c,1
TR-2026-0452,2026-01-06T00:45:00,15.232,42.254,547.324,0.455,174.287,82.936,7.102,0.521,4.643,1.282,3dde5b0bd052a8ef9799a34f11033e1b5de77488ebe5a7422270dc87c6bea78c,1
TR-2026-0453,2026-01-06T01:00:00,7.045,48.397,491.465,0.48,194.371,74.832,3.765,1.47,4.527,1.053,7cf322826c6c74386712d8329a4cb2342357c92526d2a4f1689646fa2aaaf7b9,1
TR-2026-0454,2026-01-06T01:15:00,10.469,35.475,550.919,0.372,198.122,81.795,4.87,0.629,0.064,1.158,0ace1aa7249d484fd41311e553a9cf412e21a707f511d06b0bfda5cdad29891a,1
TR-2026-0455,2026-01-06T01:30:00,14.474,29.91,560.665,0.532,200.025,84.578,11.042,0.212,5.07,0.93,c646641e1d34fa8e43188860abe7272efbdf0ab5a32467232f85b17bb9fb9d0d,1
TR-2026-0456,2026-01-06T01:45:00,8.628,45.044,491.15,0.488,163.301,67.983,12.117,1.162,2.426,1.199,f9445430f47c90ac5a248d568d0457fbfc0567c90ae9bb30c09f4ef6e942a2d4,1
TR-2026-0457,2026-01-06T02:00:00,13.258,46.186,558.33,0.377,185.374,84.857,7.182,0.644,4.109,1.212,0885a8cdcd75980317d6fda12cf2f049e80cf58637668e46196ae688e00d57ae,1
TR-2026-0458,2026-01-06T02:15:00,14.405,37.189,512.362,0.42,189.297,68.047,10.673,0.529,5.83,1.033,6b45f0a6e999985d55583c17c82557960e7746a12f306e393181747f9be996a3,1
TR-2026-0459,2026-01-06T02:30:00,17.741,42.781,563.36,0.454,189.985,85.56,10.544,0.526,2.524,0.976,57cdf29a690f2a031d00b158a1cedd7303f5fc33d672fd764f40edc7f689c860,1
TR-2026-0460,2026-01-06T02:45:00,27.995,50.682,565.666,0.352,176.193,73.51,14.091,0.922,4.72,0.731,21fd0d80467522376e8065264ea20a4252fc3a81eff91ccbf0235112fbf5fc92,-1
TR-2026-0461,2026-01-06T03:00:00,11.242,53.606,600.914,0.957,172.735,77.978,12.819,1.217,3.797,1.213,2ccb56f4fa129f54ac64196502c21a8b2a1d273df6d66323535b7b74ffa396c6,-1
TR-2026-0462,2026-01-06T03:15:00,11.22,49.87,513.42,0.427,185.127,91.363,12.939,1.034,5.205,1.13,b3b81d136b8df55bec97ead8a59e81ebc63dad862b3c430f8d9bfe55a3a56011,1
TR-2026-0463,2026-01-06T03:30:00,13.962,46.37,470.208,0.417,184.005,80.916,12.445,0.992,6.06,1.292,fc8d42e64aeb05b4621d7403ff5c772d7f2ee36ca0a44f079bc40a8b75127717,1
TR-2026-0464,2026-01-06T03:45:00,9.19,45.095,520.457,0.313,178.526,82.414,9.24,0.985,3.128,1.364,23c6fb5c354192ba262b2f563279118f7504598213d7e05e4eb8b01a26473b84,1
TR-2026-0465,2026-01-06T04:00:00,3.391,41.122,557.765,0.282,186.352,97.682,5.718,0.801,2.044,1.77,fff25373c0cb8416b4bff857472a559ad9eb794c2bbb555e93aee4094d5d5a66,1
TR-2026-0466,2026-01-06T04:15:00,12.14,55.834,543.152,0.362,177.233,88.959,6.128,-0.047,3.92,0.682,5bd194bccf93f4d8e332c522be9b15441fd58973af9fdafccb06a6b4a382262e,1
TR-2026-0467,2026-01-06T04:30:00,12.53,37.759,495.548,0.261,171.806,93.131,14.695,1.091,3.862,1.049,21e34ffa0931627d26fb2f7af4132394aac41522f1e869fb7003e5c089345b6c,1
TR-2026-0468,2026-01-06T04:45:00,18.179,43.49,594.047,0.589,164.11,79.672,5.993,0.768,3.91,2.249,37813be00cbe17c9665d8beb98dd6d7fd749957dca56ff9c547f20d6a65219fb,1
TR-2026-0469,2026-01-06T05:00:00,12.687,49.932,519.945,0.461,172.462,85.852,9.534,0.931,4.855,1.694,67e6641edb304ba857903f8dabab98be084e674fbc7a3fe889716678501d68dd,1
TR-2026-0470,2026-01-06T05:15:00,12.214,35.626,499.0,0.428,188.028,81.173,5.193,0.325,1.523,1.118,25ad8677c56434bd1ab5a1ef31f790e52b7a630c66334bfd8a7111b7e5e46554,1
TR-2026-0471,2026-01-06T05:30:00,8.998,41.849,473.243,0.488,193.883,80.605,6.689,1.015,2.929,0.926,5dba93fa9ab1b773d33c5c85fd0f44d6fcb0f636edf9eaf1185fa6d49426981f,1
TR-2026-0472,2026-01-06T05:45:00,14.653,49.812,552.398,0.252,201.246,88.136,11.032,0.955,4.073,1.104,0641e84523abcf037820534142659c6f7e8070badc0a1426cd1abe59018adcf2,1
TR-2026-0473,2026-01-06T06:00:00,11.065,51.943,464.474,0.396,209.538,79.991,7.284,0.447,4.504,0.942,2a16eda12fd601cb6016e843483e97d2fd6e94c5e8f7ad501801293a2fea173d,1
TR-2026-0474,2026-01-06T06:15:00,14.547,39.41,547.601,0.532,197.659,86.124,17.724,1.222,4.487,0.893,9ee10a1bf2f8f4cc472b2b153a81be9f7a9503f55e43742d94650c7794acf63d,1
TR-2026-0475,2026-01-06T06:30:00,16.279,58.676,571.742,0.529,169.932,88.897,4.276,0.205,4.359,1.383,7e3e2475eb8cd144cad99bf728d4ea11a6dc5511310d4d844b7748ca04812cde,1
TR-2026-0476,2026-01-06T06:45:00,13.491,49.253,485.537,0.44,166.915,68.973,10.222,0.499,5.309,1.588,f893ec7ac4359607e4e1ca2721749782ecee46f63a0f09f2e8f17da13d6bc788,1
TR-2026-0477,2026-01-06T07:00:00,13.771,39.711,455.394,0.462,179.35,81.479,13.926,0.19,4.574,0.852,ab3cad3e8ce0ec0cc0e518cff7308901006fa1ad49fe6b82f21b79c9fc95f255,1
TR-2026-0478,2026-01-06T07:15:00,12.895,48.035,486.929,0.373,196.127,99.166,9.441,0.441,4.508,2.05,5667615e90e39dd43bf82673d93cc143b1904dcff7328bb278ad7cf7ca44b607,1
TR-2026-0479,2026-01-06T07:30:00,16.386,39.077,518.527,0.512,189.768,78.869,5.571,1.195,5.787,1.729,5e93bc0b4ebef8054d0a398fab66133c4a646f0cb19bf8e151201e88b4d7a1f4,1
TR-2026-0480,2026-01-06T07:45:00,12.404,42.51,567.285,0.521,173.211,76.731,9.476,0.729,3.96,1.575,fe91440b6a50dd1b115b9b93462e849c5db72d1ed9baae3a5c16fc51c42a0649,1
TR-2026-0481,2026-01-06T08:00:00,15.99,29.548,528.869,0.519,166.681,79.761,5.479,0.809,6.442,1.908,f1c19c852c8c085f6aa341ef2983df810dfdb696e94f80a892976941d85de2f4,1
TR-2026-0482,2026-01-06T08:15:00,13.58,49.47,533.567,0.49,188.645,98.501,11.307,0.376,5.194,1.512,f3bbcd2a1074ab93e891ebe004e3e634ad25706c2239282089e8040ae6f95aa4,1
TR-2026-0483,2026-01-06T08:30:00,15.394,46.505,527.016,0.462,160.781,84.357,5.995,0.325,6.151,1.376,3073a4ce4bfe4576d397661193196fddefd0a54adede0bfe301279a0bb2eff40,1
TR-2026-0484,2026-01-06T08:45:00,10.306,47.369,554.7,0.367,184.942,91.945,2.192,0.777,3.356,1.153,0a762cf75e2f23d7cab577fec19e1cd4002a09eb67ba6d3711af2141edcc5ea6,1
TR-2026-0485,2026-01-06T09:00:00,12.413,60.389,508.663,0.479,208.937,80.6,13.444,0.802,6.673,1.463,b83fdeb9ca63e1aaae157d74f4f3a15c1d6dacfdbd2de98a8e5733d241f41676,1
TR-2026-0486,2026-01-06T09:15:00,11.803,67.32,466.381,0.54,184.843,82.467,7.248,1.197,5.838,0.966,c62730312437b4cf50dc4b74fbe185cb8e12ceaef4687db4a8f91a8f617f9fa9,-1
TR-2026-0487,2026-01-06T09:30:00,15.438,34.985,510.757,0.357,181.79,97.835,3.732,0.152,2.757,1.301,2be25e600ab991dedec904329ed41b69984ff38f0cddc15d51c6cf4213f13d03,1
TR-2026-0488,2026-01-06T09:45:00,13.312,54.405,458.292,0.569,181.255,90.852,4.03,0.802,4.354,1.605,508e47fa6c860fbcea974b8e8ba046d7ff670c4ccb7bcd62a501109d7513e66d,1
TR-2026-0489,2026-01-06T10:00:00,12.092,36.318,537.692,0.528,200.446,80.72,10.782,1.344,1.535,1.414,192c4a383c095249f1cf8edc4dec32b4053ba3f7998e764b772217abd3311592,1
TR-2026-0490,2026-01-06T10:15:00,11.224,35.314,553.003,0.33,182.86,84.679,10.147,0.549,2.973,1.235,d68ebf6f514ce3ba7286d2ee6ecf119e919b31e8d461e9d61b4764f4c61df40c,1
TR-2026-0491,2026-01-06T10:30:00,18.862,32.94,531.037,0.341,197.226,77.492,5.976,0.564,3.886,1.313,ceee59f93744daaba3fae62e67781dc70df306e29517c849d2c0ba28123ee453,1
TR-2026-0492,2026-01-06T10:45:00,11.983,34.361,545.473,0.445,126.945,132.578,3.193,0.786,5.944,1.256,b065e9a7f8d99bb94fbf02394d2ea61be432a399b4e98ba4b61937705e3f25c1,-1
TR-2026-0493,2026-01-06T11:00:00,9.824,49.56,455.039,0.577,192.49,92.194,9.674,0.736,2.405,1.151,2a1f2a11f95921e278da0dd98ed13c85ffb5702bdcc964a520869d2d81291597,1
TR-2026-0494,2026-01-06T11:15:00,13.458,51.454,571.688,0.487,196.095,82.623,6.565,0.989,3.42,1.294,102e728a2e8bd9d06d14b6a9aab3982c60a1b8c6ffac342807c19973e9c7b1e9,1
TR-2026-0495,2026-01-06T11:30:00,9.355,50.083,551.034,0.351,193.047,80.738,8.05,1.367,5.211,1.479,dd0355dd8488a228079eac18b7d27f063a425a007c389e8a9f6f00686afe62f0,1
TR-2026-0496,2026-01-06T11:45:00,9.888,37.113,494.726,0.425,156.745,83.341,6.366,1.114,4.529,0.99,c83abdfb83c65aaf8f8fb394a7b06a208aaf6d7f71da18a13253def482bcedbf,1
TR-2026-0497,2026-01-06T12:00:00,14.17,38.852,502.744,0.227,171.912,79.06,8.222,0.422,3.23,0.771,f8ac6446c42fde92b0c1868de5d8881435cad8f5b24ca72e7590510d1045e49c,1
TR-2026-0498,2026-01-06T12:15:00,13.277,48.219,520.433,0.296,177.561,81.742,6.79,0.83,6.138,1.484,e5c3aee96329a7bac00ef7ef80f869a70dc008cb266f204d60628d1b63b7dde1,1
TR-2026-0499,2026-01-06T12:30:00,14.035,50.122,491.788,0.535,183.075,73.72,9.366,0.887,3.658,1.187,2874b17e74099912b97ef08a52734cc7c854fa9d6a8b984da2e7db939d8f86dd,1
TR-2026-0500,2026-01-06T12:45:00,13.83,44.652,525.826,0.486,171.145,77.846,1.37,1.026,2.182,1.246,76ca70e669861fbd10a274e9138b7f2cd7a57dc8933efdbd07d68517bfb67615,1
TR-2026-0501,2026-01-06T13:00:00,13.807,35.368,517.719,0.617,205.572,92.899,9.012,0.398,5.078,1.145,9f9c6a3bdeb38acd5ba5f1e8fcd2f5cc335835d8330efc1ca1dce62c650bf42b,1
TR-2026-0502,2026-01-06T13:15:00,10.101,43.617,525.745,0.475,190.925,80.366,3.97,1.45,7.734,1.357,a40d7d7b024610f93201d1a6173d44c6512037eefa121bc5d2782c0732dfcc54,1
TR-2026-0503,2026-01-06T13:30:00,9.68,49.073,566.939,0.329,183.508,86.567,10.594,0.663,1.654,1.417,238d9eddf5a81f3cfafe9cb778da5e25f06ff945c7db622c97fafd5b8a163323,1
TR-2026-0504,2026-01-06T13:45:00,11.752,48.242,503.393,0.365,197.317,88.1,9.471,1.401,2.418,1.007,5334fdbee5b5018ab9ac0ded9fe0e935befed9eff4325a55f332720b0f9f6e77,1
TR-2026-0505,2026-01-06T14:00:00,10.307,51.265,513.441,0.351,185.789,86.363,10.804,0.957,4.692,1.312,15f94d60024fea696d2415665ff71737341cd4849f8505bf709c2fe9a7cda1bc,1
TR-2026-0506,2026-01-06T14:15:00,9.851,47.311,508.341,0.619,201.106,90.063,9.135,0.765,2.108,1.124,301b4d8ed1f521943cc4c5bee7a9b817666e9f4ca6376c3b2aea6020ab194f41,1
TR-2026-0507,2026-01-06T14:30:00,12.688,48.756,552.247,0.381,176.803,96.607,10.313,0.644,3.839,1.164,daab5917822f1881e05cec5da690e371e3d12566caf16dfaa9f79956681c1c14,1
TR-2026-0508,2026-01-06T14:45:00,13.418,65.28,526.641,0.516,164.762,81.121,11.686,0.961,-2.584,1.436,6dfa8253d843513c9dc5e7c05fcc5dcff06b1fb9e8991dbdfc550c4972e1b3b5,1
TR-2026-0509,2026-01-06T15:00:00,6.012,57.155,422.982,0.544,184.896,66.2,9.338,1.26,4.546,1.405,fd78f55ddfe02012495cf1f10667b96dc99f4ec5cfa90734fbeff693a50c2289,1
TR-2026-0510,2026-01-06T15:15:00,6.416,50.535,581.241,0.563,161.145,72.881,5.462,0.163,4.066,1.338,ccd5d6f1320b7ad216631fd2fe942973fd413e2106b1ffa6f4b6a818df88c542,1
TR-2026-0511,2026-01-06T15:30:00,14.331,49.809,500.814,0.433,161.602,82.342,8.022,0.867,4.568,1.285,55a24eca8791e4fd8a5bc27463f71aab28ead900dc3d2a37c76531359e75aa5e,1
TR-2026-0512,2026-01-06T15:45:00,12.859,53.016,516.658,0.482,182.766,79.826,9.569,0.578,4.579,1.21,325e7615988be603af359b4bc6691bd42cc18e281757f49c318133f2c580f17b,1
TR-2026-0513,2026-01-06T16:00:00,11.016,40.935,462.397,0.488,187.779,91.797,6.406,1.558,3.43,0.894,cc7b95312b48ce71a1a6fed6c2e1eb0b63af8054733d70cbee544a0b4a4e12c0,1
TR-2026-0514,2026-01-06T16:15:00,6.798,57.261,567.987,0.51,174.247,99.49,6.945,0.692,6.156,1.431,7840f829faa3fc5efbb584c18cf3dc666e76c32870267c9277daefe5841c7c8d,1
TR-2026-0515,2026-01-06T16:30:00,12.746,41.824,498.587,0.265,181.657,94.157,9.797,0.808,2.508,1.279,39e6027242a203d9cfc21c9ca258da8429481b047f1718af69a1b33423ee8e2e,1
TR-2026-0516,2026-01-06T16:45:00,13.292,46.334,492.106,0.537,147.417,88.063,15.711,0.197,3.638,1.197,1153843f814fb501bae3ded930ee283ad37e44a2b1f18c9acef4dd7626083840,1
TR-2026-0517,2026-01-06T17:00:00,15.109,80.032,414.936,0.53,185.201,110.439,8.454,0.878,1.434,1.01,43a289ef357b1c54d2a75edded4c68efcbae38fc10aaa81b88a956e57a6b216a,-1
